entity,code,year,wheat_yield_gap,corn_yield_gap,rice_yield_gap,share_below_3_daily,kilo_cals_consumed_daily,trade_of_gdp,allocations,binary,wheat_yield_gap_lag1,wheat_yield_gap_lag2,wheat_yield_gap_lag3,corn_yield_gap_lag1,corn_yield_gap_lag2,corn_yield_gap_lag3,rice_yield_gap_lag1,rice_yield_gap_lag2,rice_yield_gap_lag3,share_below_3_daily_lag1,share_below_3_daily_lag2,share_below_3_daily_lag3,kilo_cals_consumed_daily_lag1,kilo_cals_consumed_daily_lag2,kilo_cals_consumed_daily_lag3,trade_of_gdp_lag1,trade_of_gdp_lag2,trade_of_gdp_lag3,famine_risk_score,predicted_famine
Italy,ITA,2014,1.7393,0.0,2.9251995,1.4488131,3514.61,54.45453,,0,1.7059,1.4207001,1.7165,1.101099,1.7674999,0.0,2.6057992,2.4266996,3.1947994,1.6131835,1.4115522,1.264796,3638.0947,3639.7566,3646.9753,54.034184,54.884495,54.472214,0.07315221652754555,0
United States,USA,1982,2.0741,2.6952806,2.1508994,0.74773115,3193.1743,17.536812,,0,2.1371,2.2087,2.162,2.965159,4.0886087,2.9275017,2.0284996,2.4838996,2.2752,0.49927452,0.4995189,0.7496049,3221.3176,3182.3875,3219.182,19.425913,20.109844,18.376163,0.07273171071009084,0
Italy,ITA,2008,1.6811001,0.22739983,3.0450997,0.85260284,3613.8503,54.214256,,0,2.1363,1.8204999,1.9148002,0.48799992,1.0714998,0.43219948,2.6159992,2.962799,2.9325995,0.788204,0.7647415,0.7962184,3641.0928,3644.9631,3576.2834,54.82804,52.923542,49.122173,0.07220722599743301,0
France,FRA,2022,0.61329937,2.4998999,3.867,0.054856163,3505.4783,75.963005,,0,0.6816001,0.93239975,0.0,0.05799961,2.0357995,1.4412994,4.168,4.0804,3.8817997,0.07056647,0.11489582,0.051448993,3493.231,3489.1384,3463.752,63.788483,58.83889,66.42898,0.07189386219677614,0
Italy,ITA,2018,1.6501,0.0,2.4712992,1.7016388,3527.7896,59.274982,,0,1.6938,1.3470001,1.622,0.43330002,0.0,0.074599266,2.4146996,2.4602995,2.5614996,1.5411754,1.7778952,2.0502882,3530.8596,3522.0305,3521.3325,57.582993,54.432148,55.435684,0.07091838581851724,0
Ecuador,ECU,2012,4.7005,2.4675999,2.5057998,6.0294714,2594.671,67.00293,,0,4.5751,4.6088,4.6383,3.5327997,2.9651997,2.9996996,2.2963996,2.4071996,1.8895998,6.4440784,7.774476,9.332509,2601.4905,2595.9446,2279.194,70.03568,65.77738,57.347347,0.07086350084403045,0
Paraguay,PRY,2003,2.45,2.6451,3.3316996,13.827893,2914.373,81.127365,,0,2.9236999,2.8165998,3.6916,2.6858,2.6992002,2.7383,3.0858996,2.9902997,2.3573995,19.587046,13.470457,15.035844,2836.6777,2779.0867,2764.9841,79.44157,72.6057,77.555275,0.06998930202474532,0
Kyrgyzstan,KGZ,2021,2.0569,3.6195002,5.6342998,5.6484838,2595.6458,100.261375,,0,0.9634998,1.0006998,1.0831997,3.341,3.4404001,3.5451002,5.6411996,5.7236,5.7755,9.384729,4.9197154,5.908497,2635.0657,2690.3562,2714.0547,78.99228,94.43028,98.87556,0.0695961414702557,0
Spain,ESP,2022,1.6442997,0.0,3.1169996,0.78522825,3356.253,78.46574,,0,0.6161995,0.38679934,1.4936996,0.0,0.0,0.0,2.0815997,2.1268992,1.8360996,0.657791,1.0968449,0.8941992,3383.3179,3354.5723,3350.626,66.52459,59.44613,66.36623,0.06912277606465846,0
Italy,ITA,2022,1.8299999,1.4672995,3.5767994,0.6849133,3667.3591,72.0165,,0,1.3252001,1.6252,1.7091,0.0,0.0,0.0,2.8124995,2.6083994,2.4562993,0.8676234,0.87642205,1.0350133,3689.8308,3662.3494,3623.8074,60.30198,53.939484,58.69419,0.06817671173923581,0
Turkey,TUR,2010,2.2199998,1.6585999,0.67009926,2.813836,3643.054,46.943336,,0,2.0935998,2.3148997,2.4924998,1.7322001,1.7212,2.0818996,1.5834994,1.7883992,2.4515996,2.9779794,3.2701719,3.9673734,3559.8455,3534.8,3565.682,47.03914,50.76125,48.02747,0.06739321298795252,0
Brazil,BRA,2006,2.4073,1.6776998,2.0701995,11.369176,3120.5635,26.0417,,0,2.0264997,1.9271998,1.5964999,2.0196998,1.6928997,1.3326998,2.5808995,2.3934996,2.7009997,13.664847,15.330197,17.128704,3102.2305,3104.521,3086.1929,27.086796,29.678253,28.140385,0.06728108551434203,0
Paraguay,PRY,2007,2.15,2.26,3.8747997,12.561173,2833.6768,79.00114,,0,2.9514,2.4582,2.45,2.3471003,2.9550002,2.4845002,3.9699996,3.9251995,2.9376993,14.076844,10.052331,10.718931,2863.742,2812.1511,2859.8481,84.73353,85.021965,80.10445,0.06719846010076493,0
Turkey,TUR,2014,2.2305999,0.0,1.7206993,1.0181623,3666.4033,54.306774,,0,1.8148997,1.9876997,1.9561996,0.0,1.5273995,1.7492995,1.2219992,2.0060992,0.30409908,1.5183681,1.7021613,1.9965069,3708.5322,3694.2478,3650.9346,53.06835,53.327763,53.651585,0.06697281903386568,0
Kazakhstan,KAZ,2005,1.8219999,6.6054,6.0182,14.564739,2861.271,97.762505,,0,1.9268,1.7449999,1.6804999,6.3025002,6.4364,6.623,5.9518,6.1004,6.3412,7.555721,12.265744,16.203836,2800.795,2784.3242,2741.2263,96.4092,91.46333,94.031685,0.06695108669880721,0
Spain,ESP,2009,1.9296997,0.0,1.7106996,0.8649965,3144.441,46.83669,,0,1.3916996,1.0707998,1.7644997,0.113900185,0.017299652,0.27629948,2.4479995,2.2471995,2.5707994,0.55873156,0.5590894,0.8842268,3139.1667,3162.6348,3179.5325,55.828133,57.62695,56.083927,0.06666419803919137,0
Italy,ITA,2021,1.3252001,0.0,2.8124995,0.8676234,3689.8308,60.30198,,0,1.6252,1.7091,1.6501,0.0,0.0,0.0,2.6083994,2.4562993,2.4712992,0.87642205,1.0350133,1.7016388,3662.3494,3623.8074,3527.7896,53.939484,58.69419,59.274982,0.0649224669165398,0
Paraguay,PRY,2013,2.05,1.0300002,0.6699996,4.1128507,3122.524,73.36987,,0,2.049,2.1451,2.15,1.9350002,1.1101999,1.1148,2.0199995,1.7763996,1.6701999,6.437838,8.943326,9.382184,3060.0212,3122.53,3080.4202,74.76496,78.49213,81.25752,0.06481234220589839,0
Italy,ITA,2002,2.4253001,0.30819988,2.9699993,1.7487727,3666.1238,47.87132,,0,2.3367,1.9682,2.3487,0.27229977,0.47829914,0.83049965,3.6589994,2.9826999,3.7193995,1.2495171,1.7424412,0.74394846,3649.6704,3650.5498,3481.3345,50.27473,44.997875,45.579502,0.06464781772615946,0
Australia,AUS,2010,2.2171,1.6406999,0.0,0.34916842,3514.7004,40.390507,,0,2.7111998,1.7901999,2.883,1.5087996,1.5673995,0.94299936,1.7811999,1.0494995,0.0,0.66945297,0.7125372,0.9973307,3240.0762,3078.0828,3124.916,42.75222,36.950516,40.1348,0.06369199291610189,0
Brazil,BRA,2012,1.6899998,0.054299355,1.1639996,6.3941836,3300.0225,25.114273,,0,1.3397999,1.9198,1.4503,0.84929943,1.3454998,0.97999954,1.0543995,1.5450997,1.7188997,7.11855,8.444493,9.121086,3348.8525,3189.2578,3201.35,23.934404,22.105976,27.25757,0.06172166535044833,0
Brazil,BRA,2004,1.9271998,1.6928997,2.3934996,15.330197,3104.521,29.678253,,0,1.5964999,2.5246,2.0512,1.3326998,2.0040998,1.6580999,2.7009997,2.6253996,2.7094996,17.128704,16.193521,17.547113,3086.1929,2941.602,2902.938,28.140385,27.618357,26.936285,0.061507948571050935,0
Italy,ITA,2019,1.7091,0.0,2.4562993,1.0350133,3623.8074,58.69419,,0,1.6501,1.6938,1.3470001,0.0,0.43330002,0.0,2.4712992,2.4146996,2.4602995,1.7016388,1.5411754,1.7778952,3527.7896,3530.8596,3522.0305,59.274982,57.582993,54.432148,0.060799724881096785,0
United States,USA,2008,1.4424999,0.17850208,0.0,0.99974924,3720.4634,29.867796,,0,1.7553997,1.8613999,1.6368997,0.3416853,0.44210434,0.51742077,0.0,0.0,0.005499363,0.9996451,0.9986555,0.99973184,3781.1814,3811.022,3859.7063,28.012018,26.975279,25.638554,0.05922529574893193,0
Peru,PER,2021,4.1069,4.0768995,0.0,5.1898446,2847.989,55.42725,,0,4.1866,4.2577,4.2797003,4.3138995,4.1555996,4.2036996,0.0,0.0,0.0,10.308157,5.419252,6.07525,2863.228,2836.5437,2793.5847,44.245968,46.943504,48.63147,0.05899063593017382,0
France,FRA,1997,0.9812002,0.90490055,3.4581003,0.24609698,3537.8757,49.803455,,0,0.47389984,1.1312995,1.1502995,1.5844002,3.9513998,3.9498997,4.1045003,3.4039001,5.4804,0.24863891,0.24754605,0.49920356,3509.0762,3497.1265,3439.779,46.11248,44.58629,49.401695,0.05875100940136559,0
Chile,CHL,2006,1.0598998,0.0,3.3103995,3.3363516,2956.2485,73.71163,,0,1.1969995,1.7079997,1.1353998,0.5622997,1.1479998,1.1594,4.0506997,3.7985997,5.1310997,7.940843,8.604807,7.396567,2885.8123,2823.9297,2784.6907,65.69342,58.71192,53.836178,0.05810462577050061,0
United States,USA,1976,2.4225,4.2768965,2.2031999,0.7443531,3167.3796,16.048845,,0,2.4018,2.6267,2.3351998,4.3773165,5.287373,4.06978,2.3213997,2.4529996,2.6388993,0.74625975,0.74715984,0.7495643,3037.2866,3036.453,3047.6416,15.516374,16.444986,13.079216,0.058075986583103936,0
Uruguay,URY,2016,0.5618,1.5124998,0.0,0.1253963,3199.1426,48.47056,,0,1.4733,0.8522999,1.9878001,1.6088996,3.0741,1.7490997,0.0,0.0,0.0,0.21638308,0.2115371,0.3063146,3177.0088,3211.1472,3190.2205,45.32824,49.087624,49.717846,0.05776801020479581,0
Italy,ITA,1989,3.0316002,1.8920999,3.1938992,0.0,3545.4692,36.967567,,0,2.5110002,2.6472,2.4780002,2.2988997,2.2568998,2.8540998,3.6271996,3.3055997,3.6474996,1.1774479,0.24690011,0.24595003,3519.731,3490.884,3400.9216,35.48083,36.08019,42.338085,0.05724775682071667,0
Brazil,BRA,1986,2.5534,3.4113998,4.0889997,16.679659,2697.322,15.860654,,0,2.386,2.8613,2.8097,3.1938,3.2989998,3.3104,4.0519996,4.2630997,4.4344997,32.419662,36.94343,37.73033,2642.7236,2610.8042,2610.3245,20.449766,23.830074,21.900352,0.056993542938374664,0
France,FRA,2015,0.0,1.5915995,4.3486004,0.14518417,3410.8108,63.50469,,0,0.25699997,0.34439993,0.45879936,0.0,1.8107996,0.96759987,4.3716,5.41,3.7553,0.02918143,0.082627974,0.060952414,3423.4922,3458.1497,3453.0413,62.19927,61.819233,61.65896,0.056902522701753507,0
Italy,ITA,1981,2.8402,2.5183997,3.9531999,0.19014198,3495.2139,45.177914,,0,2.8635,2.9487,2.903,3.0287995,3.1827002,3.1598997,3.7444997,3.2051997,4.2847,0.22686729,0.48833704,0.48330766,3590.7954,3604.4446,3498.3643,42.87384,43.60991,41.17329,0.05675578526262262,0
Australia,AUS,2018,1.8721998,0.0,0.0,0.49709398,3450.4666,43.573227,,0,1.8156998,1.7838998,2.2171,0.0,0.0,1.6406999,0.0,0.0,0.0,0.49874178,0.4984838,0.34916842,3517.4314,3514.5686,3514.7004,40.813404,42.29931,40.390507,0.055786333152329386,0
World,OWID_WRL,2017,1.0826995,1.6572995,1.0498996,11.854417,2892.3281,55.588245,,0,1.2216997,1.3127997,1.3204997,1.6071997,1.8741999,1.8110995,1.1074,1.0949998,1.1164999,12.59719,13.437223,14.567658,2869.4287,2861.711,2863.721,53.911423,55.734985,58.13002,0.05489571760265648,0
Turkey,TUR,2016,1.9529998,0.0,1.4327989,0.8960857,3652.14,48.870182,,0,1.7796996,2.2305999,1.8148997,0.0,0.0,0.0,1.4190993,1.7206993,1.2219992,1.3328121,1.0181623,1.5183681,3698.7979,3666.4033,3708.5322,51.874924,54.306774,53.06835,0.05398490686113554,0
World,OWID_WRL,2007,1.8245997,2.4072995,1.4225998,25.313198,2716.6968,58.966377,,0,1.7494998,1.8112998,1.6973996,2.6131997,2.5708995,2.4448996,1.5279999,1.5626001,1.6233001,26.983028,28.369513,30.324295,2692.6128,2677.8682,2666.9324,58.590553,56.447548,54.402477,0.0532318538319218,0
World,OWID_WRL,2014,1.3204997,1.8110995,1.1164999,14.567658,2863.721,58.13002,,0,1.3887997,1.5465999,1.4760997,1.9690995,2.5413995,2.2515998,1.1406002,1.1212997,1.1952,15.551214,17.897312,19.185453,2832.8196,2827.4724,2808.1138,58.707886,59.35025,59.53711,0.05314568215814714,0
Turkey,TUR,2007,2.4924998,2.0818996,2.4515996,3.9673734,3565.682,48.02747,,0,2.3004997,2.3291,2.3941996,1.7061,1.9192996,3.4123998,2.3326993,2.2935996,2.3589993,4.8248677,6.5420976,6.5839424,3573.0996,3528.3647,3517.1016,48.945675,46.30883,48.993458,0.05248938036710493,0
South Korea,KOR,2021,1.7605996,2.8870997,0.13569975,0.24876492,3411.6482,75.306305,,0,2.7386997,1.9685998,2.0826995,2.9099994,3.6360998,3.7378993,0.7618995,0.37689972,0.20699978,0.0,0.24659541,0.24876693,3377.0518,3384.2607,3389.1013,65.54496,71.44706,74.70752,0.0520773720952281,0
Italy,ITA,1993,1.9967,1.1387997,3.6082993,1.4406859,3458.7996,37.6724,,0,2.0406,3.0316002,2.5110002,2.5376,1.8920999,2.2988997,3.2125998,3.1938992,3.6271996,0.228989,0.0,1.1774479,3633.9133,3545.4692,3519.731,33.800533,36.967567,35.48083,0.051931569770092605,0
Brazil,BRA,2017,1.721,0.0,0.0,6.938964,3296.8184,24.319735,,0,0.84489965,1.7721999,1.7911999,0.77229977,0.0,0.0,0.48569965,0.19749975,0.74869967,6.4787097,5.3538465,4.735745,3280.2747,3299.9934,3354.3137,24.533682,26.953627,24.685406,0.05129897075427253,0
Portugal,PRT,2010,1.9495001,1.5204997,3.4547,0.21967499,3514.5735,67.68924,,0,1.6791999,1.0771999,1.5170001,1.7563996,2.1221995,2.6087995,3.6182003,3.5781002,3.4937997,0.170344,0.34787798,0.6144972,3508.57,3539.9807,3533.0718,61.492695,72.075745,69.94612,0.05118869405250846,0
United States,USA,2014,1.5221999,0.0,0.0,1.2489468,3728.9878,30.004478,,0,1.2926998,1.3446,1.5177999,0.0,2.0739312,0.5864582,0.0,0.0,0.0,0.99546385,0.99847966,0.9989762,3745.3335,3759.0413,3724.2393,30.007954,30.681835,30.842485,0.05102867277798497,0
Portugal,PRT,2016,1.0235,0.4305992,3.4922996,0.41006288,3402.173,79.52235,,0,1.3568001,1.3143001,1.6165,0.0,0.11689949,0.13509941,2.9545999,3.4808998,3.3301,0.7302582,0.77669626,1.0437044,3463.7383,3402.7085,3444.4548,80.634674,80.22067,78.0305,0.05074767550504133,0
Portugal,PRT,2017,1.3258002,0.0,3.0887995,0.44082943,3428.358,84.80779,,0,1.0235,1.3568001,1.3143001,0.4305992,0.0,0.11689949,3.4922996,2.9545999,3.4808998,0.41006288,0.7302582,0.77669626,3402.173,3463.7383,3402.7085,79.52235,80.634674,80.22067,0.05060654343122356,0
Ukraine,UKR,2020,2.355,3.7824993,3.9520998,0.033767752,2874.8743,79.156456,,0,1.9933996,2.4258,2.0403,2.2050996,1.5560994,3.8943992,4.1728997,3.8770995,4.3353996,0.18007751,0.23609516,0.08330421,2894.4573,2938.9966,2982.7441,90.51124,99.199814,104.03498,0.05038669235272479,0
Ukraine,UKR,2012,3.3501,4.605399,3.1762,0.13678427,3121.913,102.62279,,0,2.7967,3.4683998,3.057,2.955399,4.885299,4.3804994,3.6300998,4.3187995,3.5372996,0.07094681,0.13373865,0.31702265,3139.923,3097.0466,3149.7148,104.80508,95.72973,87.476166,0.048747012900220536,0
Romania,ROU,2010,2.86,5.5123997,4.4043994,6.291244,3358.2012,69.95493,,0,3.1295,2.1377997,3.9499998,6.4131,6.6028996,8.127,3.9437995,4.4373994,5.9677,5.3453255,6.045683,8.143267,3598.4016,3606.634,3560.204,58.47006,65.1752,63.505157,0.04872998630361101,0
Italy,ITA,2009,1.9641001,1.1952,2.4458995,1.079074,3617.9841,45.141476,,0,1.6811001,2.1363,1.8204999,0.22739983,0.48799992,1.0714998,3.0450997,2.6159992,2.962799,0.85260284,0.788204,0.7647415,3613.8503,3641.0928,3644.9631,54.214256,54.82804,52.923542,0.04800317465101281,0
Japan,JPN,2012,3.1496,6.3745995,0.0,1.4977019,2710.7686,30.470911,,0,3.7213998,4.4888,4.0133,6.4082994,6.4241,6.4515,0.13379955,0.2723999,0.25779963,0.47798735,0.6889292,0.85564184,2661.396,2653.3862,2657.4827,30.194962,28.498472,24.390167,0.04716639583889751,0
Italy,ITA,2003,2.8018,2.3188996,2.8270998,0.8816184,3629.0461,45.994087,,0,2.4253001,2.3367,1.9682,0.30819988,0.27229977,0.47829914,2.9699993,3.6589994,2.9826999,1.7487727,1.2495171,1.7424412,3666.1238,3649.6704,3650.5498,47.87132,50.27473,44.997875,0.04689245425893809,0
Thailand,THA,2007,3.1117,0.0,1.4758997,1.2836678,2723.733,129.87323,,0,3.1278,3.1634002,3.2135,0.0,0.0,0.055499792,1.5696998,1.6304998,1.5861998,2.219008,3.0930886,4.658517,2767.2837,2636.2144,2610.83,134.08694,127.41187,114.96974,0.04665624859900962,0
Bolivia,BOL,2013,3.1932998,3.4858,2.8966997,6.7578287,2287.613,81.23091,,0,3.3913999,3.3369,3.0238,2.7783,3.1534,2.8115,2.5463,3.1590998,3.3598998,7.876712,6.9346743,10.036579,2277.3906,2266.2852,2128.0427,84.94876,82.48039,68.627075,0.04608064945271108,0
Spain,ESP,2020,0.38679934,0.0,2.1268992,1.0968449,3354.5723,59.44613,,0,1.4936996,0.60719967,2.3136997,0.0,0.0,0.0,1.8360996,1.7622995,1.6083994,0.8941992,0.9773518,0.8333411,3350.626,3347.731,3299.157,66.36623,67.00941,66.16745,0.04556318489843751,0
Iran,IRN,2009,2.7108002,4.1134996,3.9816995,4.934935,2941.4187,43.69958,,0,2.3983002,2.4715002,2.5954,2.6078992,2.8080993,3.9899993,3.8273997,3.6127,3.4646997,4.4596844,4.463859,15.158001,2901.254,3002.2537,3061.2324,53.16736,54.440495,29.22822,0.045410043067885354,0
United States,USA,2009,1.4703,0.0,0.0,0.9993861,3662.3782,24.759531,,0,1.4424999,1.7553997,1.8613999,0.17850208,0.3416853,0.44210434,0.0,0.0,0.0,0.99974924,0.9996451,0.9986555,3720.4634,3781.1814,3811.022,29.867796,28.012018,26.975279,0.044658918286670374,0
Turkey,TUR,2004,2.3941996,3.4123998,2.3589993,6.5839424,3517.1016,48.993458,,0,2.5612998,2.5593996,2.8624997,3.9049997,4.7037,5.1019,3.6368995,3.3407993,4.3045993,10.018395,7.626911,10.052,3487.8298,3497.9653,3577.6704,46.368156,48.10261,41.745853,0.04405925606624785,0
Iran,IRN,2019,2.1913002,3.3451996,3.0133996,4.2802615,2901.1536,48.59177,,0,2.0672,2.2497,2.0688002,3.3375993,3.3375993,2.6461997,2.9837995,2.6040998,3.0691996,3.1507306,2.6673317,2.9715514,2828.547,2858.6924,2925.908,56.61535,43.155693,39.877243,0.04322687669090321,0
France,FRA,2005,0.62129974,1.7160997,3.6186004,0.05289957,3527.664,55.822838,,0,0.031199932,1.3599997,0.16449976,0.97929955,2.8198,0.9949007,3.6402001,3.7448,3.659,0.07176917,0.17248075,0.0,3544.9907,3574.4146,3639.077,53.749763,52.59888,55.132526,0.0432231976202031,0
Niger,NER,2011,2.3529997,1.8495,2.5914998,68.840935,2470.731,50.246395,,0,2.8405998,2.5856998,1.4499998,1.6026,1.8645,1.8591,2.33,2.0909998,3.7057,82.92745,83.848526,88.91248,2360.1562,2342.3413,1874.333,35.502804,38.34774,33.64253,0.04298823427782936,0
United States,USA,1985,1.9403,2.39402,1.3595996,0.7496562,3382.5112,16.603907,,0,1.8526998,1.8090999,2.0741,3.1032372,4.709958,2.6952806,1.8776999,2.2767992,2.1508994,0.7493725,0.7487713,0.74773115,3276.396,3231.2761,3193.1743,17.522408,16.665594,17.536812,0.04286805061838876,0
Turkey,TUR,2011,1.9561996,1.7492995,0.30409908,1.9965069,3650.9346,53.651585,,0,2.2199998,2.0935998,2.3148997,1.6585999,1.7322001,1.7212,0.67009926,1.5834994,1.7883992,2.813836,2.9779794,3.2701719,3643.054,3559.8455,3534.8,46.943336,47.03914,50.76125,0.0428202840721443,0
United States,USA,2005,1.6368997,0.51742077,0.005499363,0.99973184,3859.7063,25.638554,,0,1.5573997,1.4888,2.1032999,0.0,0.8751669,1.684803,0.0,0.0,0.056999683,0.9998821,0.9974198,0.99950916,3844.1355,3815.7578,3824.9785,24.448063,22.627314,22.286375,0.04281923395799438,0
Portugal,PRT,2021,0.95710015,0.0,3.3088999,0.3274342,3490.419,85.87354,,0,0.60960007,0.6786001,0.78620005,0.0,0.0,0.0,4.1808996,3.6982002,3.8216,0.6367835,0.18491471,0.3823886,3476.2546,3466.9922,3454.7327,76.508644,86.77099,86.735695,0.042620926685266805,0
Iran,IRN,2011,3.1692,2.8340993,4.3982997,2.257873,2778.6375,41.219414,,0,2.7108002,2.3983002,2.4715002,4.1134996,2.6078992,2.8080993,3.9816995,3.8273997,3.6127,4.934935,4.4596844,4.463859,2941.4187,2901.254,3002.2537,43.69958,53.16736,54.440495,0.042522438401725156,0
Chile,CHL,2009,1.4390998,0.06440067,3.6637,2.6483011,2888.9856,66.68603,,0,1.0598998,1.1969995,1.7079997,0.0,0.5622997,1.1479998,3.3103995,4.0506997,3.7985997,3.3363516,7.940843,8.604807,2956.2485,2885.8123,2823.9297,73.71163,65.69342,58.71192,0.04231741477811057,0
Turkey,TUR,2008,2.3148997,1.7212,1.7883992,3.2701719,3534.8,50.76125,,0,2.4924998,2.3004997,2.3291,2.0818996,1.7061,1.9192996,2.4515996,2.3326993,2.2935996,3.9673734,4.8248677,6.5420976,3565.682,3573.0996,3528.3647,48.02747,48.945675,46.30883,0.04203655899706718,0
Ukraine,UKR,1996,3.8507,6.6635,5.8181996,15.238777,2780.833,93.85664,,0,3.1801,2.352,3.0573997,6.4792995,6.5554996,6.8927994,5.7290998,6.4135,5.5978,14.498,5.1116376,8.074187,2852.0852,3192.7588,3323.5208,97.2297,52.068817,45.96861,0.04188484166015297,0
United States,USA,1973,2.3351998,4.06978,2.6388993,0.7495643,3047.6416,13.079216,,0,2.2617,2.1771,2.3734999,3.7120333,4.2706203,5.255992,2.1620998,2.1417994,2.2536998,0.74866146,0.99790627,0.9985742,3073.7454,3071.6611,3059.5334,11.34062,10.757179,10.7582855,0.041876237334136465,0
Spain,ESP,1995,3.1639,2.7741003,3.3240995,1.4823424,3166.2598,44.830627,,0,2.4556997,2.1907997,2.2610998,3.1634002,3.8464003,3.5944,3.2590995,2.7005997,3.0490994,1.2453303,1.4910034,0.4944265,3258.6807,3270.072,3243.1536,41.69588,36.995163,35.652905,0.0418754544433292,0
Mexico,MEX,1996,0.49939966,3.9412997,1.0687995,21.694376,3144.6477,47.767822,,0,0.36660004,0.717,0.8464999,3.9544997,3.8349998,4.4870996,1.3544998,1.2522998,2.1297,13.647697,13.32123,14.774685,3149.1846,3129.4626,3090.8867,29.158472,35.553497,38.32965,0.04175207927642181,0
Italy,ITA,2012,1.4207001,1.7674999,2.4266996,1.4115522,3639.7566,54.884495,,0,1.7165,1.8079,1.9641001,0.0,0.63279915,1.1952,3.1947994,3.1180997,2.4458995,1.264796,1.4104555,1.079074,3646.9753,3654.1243,3617.9841,54.472214,51.662113,45.141476,0.041654120427171294,0
Italy,ITA,2007,2.1363,0.48799992,2.6159992,0.788204,3641.0928,54.82804,,0,1.8204999,1.9148002,1.8801999,1.0714998,0.43219948,0.30249977,2.962799,2.9325995,2.6082993,0.7647415,0.7962184,0.79068196,3644.9631,3576.2834,3631.626,52.923542,49.122173,47.26639,0.04157506666841875,0
Hungary,HUN,2014,1.0812001,1.8414993,6.0741997,0.9814092,3071.6243,168.35835,,0,1.1713996,2.0614998,1.6106,4.2226996,5.6621,3.1623993,6.0972996,5.5626,6.1288996,0.4609007,0.47583,0.17066939,3024.7788,3001.6865,3056.7793,164.47603,166.1757,166.75435,0.03990459421670209,0
Iran,IRN,2021,2.5300002,3.6542993,3.3039994,3.708684,2865.768,42.67238,,0,2.275,2.1913002,2.0672,3.3986998,3.3451996,3.3375993,2.6351995,3.0133996,2.9837995,4.64235,4.2802615,3.1507306,2904.6929,2901.1536,2828.547,43.884468,48.59177,56.61535,0.03896577878448496,0
Brazil,BRA,2005,2.0264997,2.0196998,2.5808995,13.664847,3102.2305,27.086796,,0,1.9271998,1.5964999,2.5246,1.6928997,1.3326998,2.0040998,2.3934996,2.7009997,2.6253996,15.330197,17.128704,16.193521,3104.521,3086.1929,2941.602,29.678253,28.140385,27.618357,0.03871463936333466,0
Australia,AUS,2016,1.8156998,0.0,0.0,0.49874178,3517.4314,40.813404,,0,1.7838998,2.2171,2.7111998,0.0,1.6406999,1.5087996,0.0,0.0,1.7811999,0.4984838,0.34916842,0.66945297,3514.5686,3514.7004,3240.0762,42.29931,40.390507,42.75222,0.03838765357151582,0
Chile,CHL,2017,0.0,0.0,2.9327993,0.48276448,2956.4927,56.026157,,0,0.0,0.0,0.0,0.0,0.0,0.0,2.1427994,2.8348994,3.8501,0.6747478,0.78041244,1.6561191,2925.5098,2939.3135,2902.8323,59.34911,65.14329,72.48164,0.03735047285329651,0
Ecuador,ECU,2003,4.702,3.5101995,2.0173995,18.855589,2186.8005,52.357544,,0,4.8792,4.7999,4.8838,3.7385998,4.0186996,4.0792,2.2087998,2.3674996,2.1514997,34.05278,26.933432,21.525188,2256.8696,2295.6594,2345.07,65.4043,49.201252,43.77775,0.036540953615508034,0
Italy,ITA,2000,2.3367,0.27229977,3.6589994,1.2495171,3649.6704,50.27473,,0,1.9682,2.3487,1.9967,0.47829914,0.83049965,1.1387997,2.9826999,3.7193995,3.6082993,1.7424412,0.74394846,1.4406859,3650.5498,3481.3345,3458.7996,44.997875,45.579502,37.6724,0.03517613348366013,0
France,FRA,2018,0.842,1.1494007,3.9712005,0.021168053,3442.4482,66.80226,,0,0.35620022,2.3203998,0.0,0.0,1.7639999,1.5915995,3.9529,4.5455003,4.3486004,0.018483544,0.06470839,0.14518417,3457.092,3453.6045,3410.8108,65.39585,63.34276,63.50469,0.0350946615829846,0
United States,USA,1995,2.0535,2.6764517,1.1292992,0.7477349,3577.7869,22.453382,,0,1.9329998,1.8901,1.8167,1.1011114,3.4798121,1.5467253,0.7448993,1.2536998,1.0005994,0.74711955,0.7483688,0.49789935,3659.4114,3600.2888,3559.6304,21.05546,20.044619,19.950594,0.03505638809524744,0
Spain,ESP,2014,1.6593995,0.0,1.5714993,0.947536,3175.6582,63.39926,,0,0.9952998,2.2681997,1.1924996,0.0,0.0,0.0,1.5797992,1.3960996,1.7899995,1.309105,1.0190789,1.2902318,3220.0076,3196.2927,3201.4238,61.668774,60.554035,58.51182,0.03497410657333351,0
Morocco,MAR,2006,2.0634997,5.9802,2.5,9.374068,3231.012,64.672195,,0,3.6241999,2.6815999,2.771,6.7999997,6.5532,6.0401998,4.8,3.8892002,5.125,16.794083,17.49383,11.247625,3093.8806,3196.7737,3130.996,53.440308,45.67236,54.626686,0.03493059370926228,0
United States,USA,1983,1.8090999,4.709958,2.2767992,0.7487713,3231.2761,16.665594,,0,2.0741,2.1371,2.2087,2.6952806,2.965159,4.0886087,2.1508994,2.0284996,2.4838996,0.74773115,0.49927452,0.4995189,3193.1743,3221.3176,3182.3875,17.536812,19.425913,20.109844,0.034773951650709914,0
