agencyName,continentName,countryCode,countryName,dateUSGSignature,emergencyTypeName,projectCode,projectID,projectTitle,regionName,tableName,totalAmountApproved,windowFullName,year,projectsectors,projectclusters,projectgroupings,projectcapcodes
Food and Agriculture Organization,Africa,NER,Niger,2013-10-01,Multiple Emergencies,13-UF-FAO-029,4106,Contribution to resilience capacity development for pastoralists and agro-pastoralists in Niger   NIG-13/A/55702/R/123,Western Africa,M,2499999,Underfunded Emergencies,2013,Agriculture,Agriculture,,
United Nations Population Fund,Africa,NER,Niger,2013-10-14,Multiple Emergencies,13-UF-FPA-033,4107,Mise en place des interventions du dispositif minimum d’urgence en santé de la reproduction y compris la prise en charge médicale de victimes de viol   NIG 13/H/54759/R/1171,Western Africa,M,300000,Underfunded Emergencies,2013,Health,Health,,
International Organization for Migration,Africa,NER,Niger,2013-10-10,Multiple Emergencies,13-UF-IOM-026,4108,"Humanitarian Assistance to vulnerable  expelled and/ or stranded  migrants  in the Agadez Region, Niger    NIG 13/P HR RL/54798/R/298",Western Africa,M,500000,Underfunded Emergencies,2013,Protection,Protection,,
International Organization for Migration,Africa,NER,Niger,2013-10-10,Multiple Emergencies,13-UF-IOM-027,4109,Emergency Shelter and NFI assistance to  populations affected  by crisis and natural disasters  in Niger   NIG 13/CSS/58702/R/298,Western Africa,M,500000,Underfunded Emergencies,2013,Shelter and Non-Food Items,Shelter and Non-Food Items,,
World Food Programme,Africa,NER,Niger,2013-10-10,Multiple Emergencies,13-UF-WFP-044,4110,Provision of Humanitarian air services in Niger   NIG-13/CSS/54716/R/561,Western Africa,M,995100,Underfunded Emergencies,2013,Common Services,Common Services,,
World Health Organization,Africa,NER,Niger,2013-09-27,Multiple Emergencies,13-UF-WHO-054,4111,Emergency Health response to malaria and diphtheria outbreaks in Niger,Western Africa,M,700001,Underfunded Emergencies,2013,Health,Health,,
United Nations Children’s Fund,Africa,MRT,Mauritania,2013-09-27,Multiple Emergencies,13-UF-CEF-102,4112,"Intervention immédiate/multisectorielle de prise en charge de la malnutrition aigüe chez les enfants de 0-5 ans, les femmes enceintes et allaitantes dans les 4 wilayas les plus affectées par la crise alimentaire et nutritionnelle",Western Africa,M,595476,Underfunded Emergencies,2013,Nutrition,Nutrition,,
United Nations Children’s Fund,Africa,MRT,Mauritania,2013-09-27,Multiple Emergencies,13-UF-CEF-103,4113,Renforcer la fourniture de soins de santé essentiels d’urgence au niveau de 05 wilayas les plus affectées par la crise en mettant l’accent sur les groupes les plus vulnérables,Western Africa,M,189666,Underfunded Emergencies,2013,Health,Health,,
Food and Agriculture Organization,Africa,MRT,Mauritania,2013-09-17,Multiple Emergencies,13-UF-FAO-030,4114,Appui à la sauvegarde des moyens de subsistance d’éleveurs vulnérables   MRT-13/A/54374/R,Western Africa,M,456252,Underfunded Emergencies,2013,Agriculture,Agriculture,,
United Nations Population Fund,Africa,MRT,Mauritania,2013-09-27,Multiple Emergencies,13-UF-FPA-034,4115,"Intervention immédiate/multisectorielle de prise en charge de la malnutrition aigüe chez les enfants de 0-5 ans, les femmes enceintes et allaitantes dans les 4 wilayas les plus affectées par la crise alimentaire et nutritionnelle",Western Africa,M,205000,Underfunded Emergencies,2013,Nutrition,Nutrition,,
United Nations Population Fund,Africa,MRT,Mauritania,2013-09-27,Multiple Emergencies,13-UF-FPA-035,4116,Renforcer la fourniture de soins de santé essentiels d’urgence au niveau de 05 wilayas les plus affectées par la crise en mettant l’accent sur les groupes les plus vulnérables,Western Africa,M,179192,Underfunded Emergencies,2013,Health,Health,,
International Organization for Migration,Africa,MRT,Mauritania,2013-09-17,Multiple Emergencies,13-UF-IOM-028,4117,Réponse à l’insécurité alimentaire à travers la fourniture de kits non alimentaires et l’assistance agricole aux communautés vulnérables de l’Est de la Mauritanie   MRT-13/ER/58914/R/298,Western Africa,M,212094,Underfunded Emergencies,2013,Agriculture,Agriculture,,
World Food Programme,Africa,MRT,Mauritania,2013-10-02,Multiple Emergencies,13-UF-WFP-045,4118,Améliorer la sécurité alimentaire et l’état nutritionnel des populations affectées par la crise alimentaire et nutritionnelle   MRT-13/F/54662/R/561 ,Western Africa,M,956248,Underfunded Emergencies,2013,Food Assistance,Food Assistance,,
World Food Programme,Africa,MRT,Mauritania,2013-09-27,Multiple Emergencies,13-UF-WFP-046,4119,"Intervention immédiate/multisectorielle de prise en charge de la malnutrition aigüe chez les enfants de 0-5 ans, les femmes enceintes et allaitantes dans les 4 wilayas les plus affectées par la crise alimentaire et nutritionnelle",Western Africa,M,304982,Underfunded Emergencies,2013,Nutrition,Nutrition,,
World Health Organization,Africa,MRT,Mauritania,2013-09-27,Multiple Emergencies,13-UF-WHO-055,4120,"Intervention immédiate/multisectorielle de prise en charge de la malnutrition aigüe chez les enfants de 0-5 ans, les femmes enceintes et allaitantes dans les 4 wilayas les plus affectées par la crise alimentaire et nutritionnelle",Western Africa,M,151851,Underfunded Emergencies,2013,Health,Health,,
World Health Organization,Africa,MRT,Mauritania,2013-09-27,Multiple Emergencies,13-UF-WHO-056,4121,Renforcer la fourniture de soins de santé essentiels d’urgence au niveau de 05 wilayas les plus affectées par la crise en mettant l’accent sur les groupes les plus vulnérables,Western Africa,M,205442,Underfunded Emergencies,2013,Health,Health,,
United Nations Development Programme,Africa,MRT,Mauritania,2013-10-02,Multiple Emergencies,13-UF-UDP-012,4122,"Projet conjoint pour le relèvement des populations affectées par les effets des crises de 2012 dans les régions du Brakna, Gorgol, Guidimakha, Assaba   MRT-13/ER/58922/R",Western Africa,M,552429,Underfunded Emergencies,2013,Agriculture,Agriculture,,
United Nations Relief and Works Agency ,Asia,LBN,Lebanon,2013-09-06,Displacement,13-RR-RWA-004,4123,Nahr el-Bared Camp Relief Assistance,Western Asia,M,1500001,Rapid Response,2013,Multi-Sector,Multi-Sector,,
United Nations High Commissioner for Refugees,Asia,BGD,Bangladesh,2013-09-10,Displacement,13-UF-HCR-049,4124,Improving waste disposal and management at Nayapara Refugee Camp ,Southern Asia,M,300424,Underfunded Emergencies,2013,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
International Organization for Migration,Asia,BGD,Bangladesh,2013-09-10,Displacement,13-UF-IOM-029,4125,"Provision of Lifesaving Health Care Services for Displaced, Disaster Affected and other Vulnerable Populations in Cox’s Bazar District, Bangladesh",Southern Asia,M,656535,Underfunded Emergencies,2013,Health,Health,,
World Food Programme,Asia,BGD,Bangladesh,2013-09-10,Displacement,13-UF-WFP-047,4126,Assistance to Refugees from Myanmar,Southern Asia,M,1000835,Underfunded Emergencies,2013,Food Assistance,Food Assistance,,
World Food Programme,Asia,BGD,Bangladesh,2013-09-10,Displacement,13-UF-WFP-048,4127,Expansion of VHF Network in Teknaf-Cox's Bazar Area,Southern Asia,M,42848,Underfunded Emergencies,2013,Common Services,Common Services,,
United Nations Relief and Works Agency ,Asia,PSE,occupied Palestinian territory,2013-09-03,Post-conflict Needs,13-RR-RWA-005,4128,Emergency Food Assistance in Gaza  OPT-13/F/52033/5593,Western Asia,M,3000000,Rapid Response,2013,Food Assistance,Food Assistance,,
United Nations Children’s Fund,Africa,BDI,Burundi,2013-09-13,Displacement,13-RR-CEF-104,4129,Medical assistance to children under five and mothers expelled from Tanzania,Eastern Africa,M,429655,Rapid Response,2013,Health,Health,,
United Nations Children’s Fund,Africa,BDI,Burundi,2013-09-13,Displacement,13-RR-CEF-105,4130,Integrated emergency nutrition support for returnees from Tanzania through Community-based Management of Acute Malnutrition (CMAM) and emergency infant and young children feeding (e-IYCF) approaches,Eastern Africa,M,141495,Rapid Response,2013,Nutrition,Nutrition,,
United Nations Children’s Fund,Africa,BDI,Burundi,2013-09-09,Displacement,13-RR-CEF-106,4131,"Access to potable water, basic sanitation and hygiene for the expelled Burundian population from Tanzania",Eastern Africa,M,119278,Rapid Response,2013,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
United Nations Children’s Fund,Africa,BDI,Burundi,2013-09-12,Displacement,13-RR-CEF-107,4132,"Safe, protective and learning environment for expelled  children and families at risk",Eastern Africa,M,115003,Rapid Response,2013,Protection,Protection,,
Food and Agriculture Organization,Africa,BDI,Burundi,2013-09-16,Displacement,13-RR-FAO-031,4133,Emergency response in support of 4000 Burundian households expelled from Tanzania,Eastern Africa,M,380002,Rapid Response,2013,Agriculture,Agriculture,,
United Nations Population Fund,Africa,BDI,Burundi,2013-09-09,Displacement,13-RR-FPA-036,4134,Humanitarian support to expelled migrants from Tanzania to Burundi ,Eastern Africa,M,261843,Rapid Response,2013,Health,Health,,
United Nations High Commissioner for Refugees,Africa,BDI,Burundi,2013-09-16,Displacement,13-RR-HCR-050,4135,Assistance to Burundian expelled from Tanzania,Eastern Africa,M,86970,Rapid Response,2013,Multi-Sector,Multi-Sector,,
International Organization for Migration,Africa,BDI,Burundi,2013-09-09,Displacement,13-RR-IOM-030,4136,Emergency Humanitarian Assistance to Returning Irregular Migrants from Tanzania,Eastern Africa,M,795368,Rapid Response,2013,Multi-Sector,Multi-Sector,,
World Food Programme,Africa,BDI,Burundi,2013-09-09,Displacement,13-RR-WFP-049,4137,"Protracted relief and Recovery Operation (PRRO) Burundi No. 200164: Assistance to refugees, returnees and Vulnerable food-insecure population",Eastern Africa,M,1149557,Rapid Response,2013,Food Assistance,Food Assistance,,
United Nations Children’s Fund,Asia,PRK,Democratic People's Republic of Korea,2013-09-12,Flood,13-RR-CEF-108,4138,Responding to Flood emergency in DPRK,Eastern Asia,M,627400,Rapid Response,2013,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
United Nations Population Fund,Asia,PRK,Democratic People's Republic of Korea,2013-09-13,Flood,13-RR-FPA-037,4139,Provision of life-saving reproductive health services for women in flood-affected areas,Eastern Asia,M,130803,Rapid Response,2013,Health,Health,,
World Food Programme,Asia,PRK,Democratic People's Republic of Korea,2013-09-13,Flood,13-RR-WFP-050,4140,Emergency food assistance to flood affected people in DPRK,Eastern Asia,M,422156,Rapid Response,2013,Food Assistance,Food Assistance,,
World Health Organization,Asia,PRK,Democratic People's Republic of Korea,2013-09-10,Flood,13-RR-WHO-057,4141,"Support for immediate health, water and sanitation needs of population in floods affected areas of DPR Korea",Eastern Asia,M,922349,Rapid Response,2013,Multi-Sector,Multi-Sector,,
United Nations Children’s Fund,Africa,SOM,Somalia,2013-10-08,Post-conflict Needs,13-UF-CEF-109,4142,Improve the livelihoods of the most vulnerable households through distribution of unconditional cash transfers and vouchers   SOM-13/ER/56679/124,Eastern Africa,M,585555,Underfunded Emergencies,2013,Food Assistance,Food Assistance,,
United Nations Children’s Fund,Africa,SOM,Somalia,2013-10-08,Post-conflict Needs,13-UF-CEF-110,4143,Prevention of excess mortality due to acute malnutrition and associated morbidities in children under five   SOM-13/H/56684,Eastern Africa,M,2498495,Underfunded Emergencies,2013,Nutrition,Nutrition,,
United Nations Children’s Fund,Africa,SOM,Somalia,2013-10-08,Post-conflict Needs,13-UF-CEF-111,4144,"Saving lives through essential primary and secondary health care services, including basic and comprehensive obstetric care, and mass causality and trauma management   SOM-13/H/56683/124",Eastern Africa,M,1759478,Underfunded Emergencies,2013,Health,Health,,
United Nations Children’s Fund,Africa,SOM,Somalia,2013-10-08,Post-conflict Needs,13-UF-CEF-112,4145,"Sustained and Expanded Access to Safe Water Supply, Improved Sanitation and Hygiene Practices for Vulnerable Women and Children, including in high risk Wild Polio Virus Communities   SOM-13/WS/56685/R   ",Eastern Africa,M,3416167,Underfunded Emergencies,2013,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
Food and Agriculture Organization,Africa,SOM,Somalia,2013-09-17,Post-conflict Needs,13-UF-FAO-032,4146,Livelihood Support  to Pastoral and Agro-pastoral communities in southern Somalia through improvement of Animal Health    SOM-13/A/56485/123,Eastern Africa,M,1580417,Underfunded Emergencies,2013,Agriculture,Agriculture,,
United Nations Population Fund,Africa,SOM,Somalia,2013-09-26,Post-conflict Needs,13-UF-FPA-038,4147,Strengthening Gender-based Violence (GBV) Prevention and Response Services in Somalia   SOM-13/P-HR-RL/56668,Eastern Africa,M,640058,Underfunded Emergencies,2013,Protection,Protection,,
United Nations High Commissioner for Refugees,Africa,SOM,Somalia,2013-09-25,Post-conflict Needs,13-UF-HCR-051,4148,Provision of shelter and non-food items for IDPs in Somalia   SOM-13/S-NF/56673/120,Eastern Africa,M,500000,Underfunded Emergencies,2013,Shelter and Non-Food Items,Shelter and Non-Food Items,,
World Food Programme,Africa,SOM,Somalia,2013-10-08,Post-conflict Needs,13-UF-WFP-051,4149,Prevention of excess mortality due to acute malnutrition and associated morbidities in children under five   SOM-13/F/56706/561,Eastern Africa,M,1999367,Underfunded Emergencies,2013,Nutrition,Nutrition,,
World Food Programme,Africa,SOM,Somalia,2013-09-25,Post-conflict Needs,13-UF-WFP-052,4150,Provision of Humanitarian Air Services in Somalia   SOM-13/CSS/56708/561   ,Eastern Africa,M,1800000,Underfunded Emergencies,2013,Common Services,Common Services,,
World Food Programme,Africa,SOM,Somalia,2013-10-02,Post-conflict Needs,13-UF-WFP-053,4151,Strengthening Food and Nutrition Security and Enhancing Resilience   SOM-13/F/56706/561,Eastern Africa,M,1699759,Underfunded Emergencies,2013,Food Assistance,Food Assistance,,
World Health Organization,Africa,SOM,Somalia,2013-10-08,Post-conflict Needs,13-UF-WHO-058,4152,"Saving lives through essential primary and secondary health care services, including basic and comprehensive obstetric care, and mass causality and trauma management   SOM-13/H/56710  SOM-13/H/56712  SOM-13/H/56715",Eastern Africa,M,1607902,Underfunded Emergencies,2013,Health,Health,,
United Nations High Commissioner for Refugees,Africa,SOM,Somalia,2013-09-26,Post-conflict Needs,13-UF-HCR-052,4153,Provision of protection and durable solutions to Internally displaced persons in Somalia   SOM-13/P-HR-RL-56672/120   SOM-13/P-HR-RL-56674/120,Eastern Africa,M,1699999,Underfunded Emergencies,2013,Protection,Protection,,
Food and Agriculture Organization,Africa,MDG,Madagascar,2013-09-25,Storm,13-UF-FAO-033,4154,Assistance d’urgence aux ménages vulnérables victimes du cyclone Haruna et des dégâts causés par les criquets,Eastern Africa,M,1199999,Underfunded Emergencies,2013,Agriculture,Agriculture,,
United Nations Population Fund,Africa,MDG,Madagascar,2013-09-19,Storm,13-UF-FPA-039,4155,Surveillance et riposte à l’excès de morbidité et de mortalité maternelles dans trois régions du Sud et du Sud-Est de Madagascar menacées par la crise alimentaire,Eastern Africa,M,198690,Underfunded Emergencies,2013,Health,Health,,
World Food Programme,Africa,MDG,Madagascar,2013-09-25,Storm,13-UF-WFP-054,4156,Assistance d’urgence aux ménages vulnérables victimes du cyclone Haruna et des dégâts causés par les criquets,Eastern Africa,M,1404792,Underfunded Emergencies,2013,Food Assistance,Food Assistance,,
World Health Organization,Africa,MDG,Madagascar,2013-09-19,Storm,13-UF-WHO-059,4157,Surveillance et riposte à l’excès de morbidité et de mortalité maternelles dans trois régions du Sud et du Sud-Est de Madagascar menacées par la crise alimentaire,Eastern Africa,M,200002,Underfunded Emergencies,2013,Health,Health,,
United Nations Children’s Fund,Americas,COL,Colombia,2013-09-19,Displacement,13-UF-CEF-113,4158,Integrated Response to Ensure the Survival and protection of children affected by complex emergencies,Latin America and the Caribbean,M,1272265,Underfunded Emergencies,2013,Multi-Sector,Multi-Sector,,
Food and Agriculture Organization,Americas,COL,Colombia,2013-10-08,Displacement,13-UF-FAO-034,4159,Fast production of food crops and capacity building for indigenous Awa and Embera peoples in the departments of Nariño and Cordoba,Latin America and the Caribbean,M,535699,Underfunded Emergencies,2013,Agriculture,Agriculture,,
United Nations Population Fund,Americas,COL,Colombia,2013-09-27,Displacement,13-UF-FPA-040,4160,"Immediate integral attention to survivors of gender violence, mainly sexual violence in AWA communities in Nariño",Latin America and the Caribbean,M,99981,Underfunded Emergencies,2013,Protection,Protection,,
United Nations High Commissioner for Refugees,Americas,COL,Colombia,2013-09-20,Displacement,13-UF-HCR-053,4161,"Humanitarian response trough Protection by Presence and Enhanced Self-protection of IDP communities, afrodescendants  and indigenous population at risk of displacement",Latin America and the Caribbean,M,435000,Underfunded Emergencies,2013,Protection,Protection,,
World Food Programme,Americas,COL,Colombia,2013-09-27,Displacement,13-UF-WFP-055,4162,"Interagencial humanitarian response in food and nutrition security, to internal displaced people and confined communities, in the regions of Córdoba, Nariño and Putumayo",Latin America and the Caribbean,M,451009,Underfunded Emergencies,2013,Food Assistance,Food Assistance,,
World Health Organization,Americas,COL,Colombia,2013-10-01,Displacement,13-UF-WHO-060,4163,"Provide life-saving emergency response to ensure basic health care services and access to water apt for human consumption for IDP, confined and vulnerable populations in Cauca, Nariño and Choco",Latin America and the Caribbean,M,700000,Underfunded Emergencies,2013,Multi-Sector,Multi-Sector,,
United Nations Children’s Fund,Asia,MMR,Myanmar,2013-09-27,Displacement,13-UF-CEF-114,4164,Improving access to primary health care services and addressing life-threatening conditions related to communicable diseases and reproductive health,South-Eastern Asia,M,99971,Underfunded Emergencies,2013,Health,Health,,
United Nations Children’s Fund,Asia,MMR,Myanmar,2013-09-25,Displacement,13-UF-CEF-115,4165,Water and sanitation emergency response for remaining primary humanitarian needs,South-Eastern Asia,M,550000,Underfunded Emergencies,2013,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
Food and Agriculture Organization,Asia,MMR,Myanmar,2013-09-25,Displacement,13-UF-FAO-035,4166,"Enhancement of food production and nutrition of vulnerable conflict-affected families in Kachin State, Myanmar",South-Eastern Asia,M,274512,Underfunded Emergencies,2013,Agriculture,Agriculture,,
United Nations Population Fund,Asia,MMR,Myanmar,2013-09-27,Displacement,13-UF-FPA-041,4167,Improving access to primary health care services and addressing life-threatening conditions related to communicable diseases and reproductive health,South-Eastern Asia,M,100294,Underfunded Emergencies,2013,Health,Health,,
United Nations Population Fund,Asia,MMR,Myanmar,2013-09-26,Displacement,13-UF-FPA-042,4168,Prevention and Response to Gender-Based Violence through provision of comprehensive multi-sectoral care response ,South-Eastern Asia,M,275277,Underfunded Emergencies,2013,Protection,Protection,,
United Nations High Commissioner for Refugees,Asia,MMR,Myanmar,2013-09-20,Displacement,13-UF-HCR-054,4169,Support for shelter and CCCM in Kachin State and northern Shan State,South-Eastern Asia,M,650000,Underfunded Emergencies,2013,Camp Coordination and Camp Management,Camp Coordination and Camp Management,,
World Food Programme,Asia,MMR,Myanmar,2013-09-27,Displacement,13-UF-WFP-056,4170,Emergency Food Assistance to Internally Displaced Persons in Kachin and northern Shan States,South-Eastern Asia,M,950000,Underfunded Emergencies,2013,Food Assistance,Food Assistance,,
World Health Organization,Asia,MMR,Myanmar,2013-09-27,Displacement,13-UF-WHO-061,4171,Improving access to primary health care services and addressing life-threatening conditions related to communicable diseases and reproductive health,South-Eastern Asia,M,99778,Underfunded Emergencies,2013,Health,Health,,
United Nations Children’s Fund,Africa,TCD,Chad,2013-09-25,Displacement,13-UF-CEF-116,4172,"Improving access to equitable and sustainable Water , Sanitation and Hygiene (WASH) services to for vulnerable populations (Women, girls, boys and men) affected by crisis (returnees, IDPs, host populations) in Tissi and  malnourished children in the Sahel band   CHD 13/WS/58974/R/124",Middle Africa,M,2000000,Underfunded Emergencies,2013,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
United Nations Children’s Fund,Africa,TCD,Chad,2013-10-16,Displacement,13-UF-CEF-117,4173,"Emergency health care to Returnees and IDPs in Tissi  Sila Region
",Middle Africa,M,349663,Underfunded Emergencies,2013,Health,Health,,
United Nations Children’s Fund,Africa,TCD,Chad,2013-10-10,Displacement,13-UF-CEF-118,4174,"Emergency Nutrition Services for Severe Acute Malnutrition for returnees, refugees in Tissi and vulnerable host in the Sahel Belt   CHD-13/H/58206/R/124",Middle Africa,M,499558,Underfunded Emergencies,2013,Nutrition,Nutrition,,
United Nations Children’s Fund,Africa,TCD,Chad,2013-10-01,Displacement,13-UF-CEF-119,4175,Child Protection: Protect boys and girls against the negative impacts of humanitarian crises in Chad   CHD-13/P-HR-RL/55165/124,Middle Africa,M,378585,Underfunded Emergencies,2013,Protection,Protection,,
Food and Agriculture Organization,Africa,TCD,Chad,2013-10-07,Displacement,13-UF-FAO-036,4176,"Projet d'urgence de sécurité alimentaire de protection des moyens d'existence et de production agricole et d'élevage des ménages les plus vulnérables de la bande sahélienne et des populations réfugiées, déplacées et hôtes affectées",Middle Africa,M,974064,Underfunded Emergencies,2013,Agriculture,Agriculture,,
United Nations Population Fund,Africa,TCD,Chad,2013-10-01,Displacement,13-UF-FPA-043,4177,"Strengthening psychosocial and medical response in favour of GBV victims among IDP and host community in Sila (Goz Beida), Eastern Chad  CHD-13/P-HR-RL/56922/R/1171",Middle Africa,M,199020,Underfunded Emergencies,2013,Protection,Protection,,
United Nations High Commissioner for Refugees,Africa,TCD,Chad,2013-10-08,Displacement,13-UF-HCR-055,4178,Protection and mixed solution for internal displaced person in Eastern of Chad   CHD-13/P-HR-RL/54760/R,Middle Africa,M,496542,Underfunded Emergencies,2013,Protection,Protection,,
United Nations High Commissioner for Refugees,Africa,TCD,Chad,2013-10-10,Displacement,13-UF-HCR-056,4179,"Protection and Assistance of refugees in Chad   CHD-13/MS/54744/R/120
",Middle Africa,M,1503228,Underfunded Emergencies,2013,Multi-Sector,Multi-Sector,,
International Organization for Migration,Africa,TCD,Chad,2013-10-07,Displacement,13-UF-IOM-031,4180,"Humanitarian Assistance to Returnees to Chad from Libya, Sudan and Nigeria   CHD-13/P-HR-RL/58236/R/298",Middle Africa,M,425000,Underfunded Emergencies,2013,Protection,Protection,,
World Food Programme,Africa,TCD,Chad,2013-09-25,Displacement,13-UF-WFP-057,4181,Targeted Food Assistance for Refugees and Vulnerable People Affected by Malnutrition and Recurrent Food Crisis  CHD-13/F/56250/R/561 ,Middle Africa,M,749996,Underfunded Emergencies,2013,Food Assistance,Food Assistance,,
World Health Organization,Africa,TCD,Chad,2013-10-07,Displacement,13-UF-WHO-062,4182,Emergency medical intervention for saving lives of severely malnourished children   CHD 13/H/56293/R,Middle Africa,M,449550,Underfunded Emergencies,2013,Health,Health,,
Joint United Nations Programme on HIV/AIDS ,Africa,TCD,Chad,2013-10-25,Displacement,13-UF-AID-002,4183,"Improve access to HIV prevention and treatment by systematic integration HIV and AIDS in humanitarian zones (refugees, IDPs and returnees’ people) in the Eastern and Southern regions of Chad   CHD-13/H/56303/R/5109",Middle Africa,M,180650,Underfunded Emergencies,2013,Health,Health,,
United Nations Children’s Fund,Asia,IRQ,Iraq,2013-09-12,Displacement,13-RR-CEF-120,4184,"Support to lifesaving interventions for Syrian refugee children and families in KRG, Northern Iraq in WASH",Western Asia,M,1501371,Rapid Response,2013,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,Syria crisis 2011-
United Nations Children’s Fund,Asia,IRQ,Iraq,2013-09-13,Displacement,13-RR-CEF-121,4185,Improving access to quality basic and secondary education; literacy; and life skills for Syrian refugees in camps and host communities in the Kurdistan Region of Iraq ,Western Asia,M,349034,Rapid Response,2013,Education,Education,,Syria crisis 2011-
United Nations Children’s Fund,Asia,IRQ,Iraq,2013-09-12,Displacement,13-RR-CEF-122,4186,"Ensuring that life threatening health needs, including reproductive health and nutrition for  Syrian Refugees that arrived in country since 15 August 2013 are met",Western Asia,M,820000,Rapid Response,2013,Health,Health,,Syria crisis 2011-
United Nations Population Fund,Asia,IRQ,Iraq,2013-09-12,Displacement,13-RR-FPA-044,4187,"Ensuring that life threatening health needs, including reproductive health and nutrition for  Syrian Refugees that arrived in country since 15 August 2013 are met",Western Asia,M,480000,Rapid Response,2013,Health,Health,,Syria crisis 2011-
United Nations Population Fund,Asia,IRQ,Iraq,2013-09-13,Displacement,13-RR-FPA-045,4188,Enhancing protection for vulnerable women and girls among the Syrian Refugees from SGBV and Trafficking,Western Asia,M,449935,Rapid Response,2013,Protection,Protection,,Syria crisis 2011-
United Nations High Commissioner for Refugees,Asia,IRQ,Iraq,2013-09-12,Displacement,13-RR-HCR-057,4189,Provision of emergency humanitarian assistance to Syrian Refugees in the Kurdish Region of North Iraq,Western Asia,M,1883840,Rapid Response,2013,Shelter and Non-Food Items,Shelter and Non-Food Items,,Syria crisis 2011-
International Organization for Migration,Asia,IRQ,Iraq,2013-09-12,Displacement,13-RR-IOM-032,4190,Provision of emergency humanitarian assistance to Syrian Refugees in the Kurdish Region of North Iraq,Western Asia,M,615774,Rapid Response,2013,Protection,Protection,,Syria crisis 2011-
World Food Programme,Asia,IRQ,Iraq,2013-09-12,Displacement,13-RR-WFP-058,4191,Emergency Food Assistance to Syrian Refugees in Temporary Shelter in Kurdistan Region,Western Asia,M,1899996,Rapid Response,2013,Food Assistance,Food Assistance,,Syria crisis 2011-
World Health Organization,Asia,IRQ,Iraq,2013-09-12,Displacement,13-RR-WHO-063,4192,"Ensuring that life threatening health needs, including reproductive health and nutrition for  Syrian Refugees that arrived in country since 15 August 2013 are met",Western Asia,M,1200000,Rapid Response,2013,Health,Health,,Syria crisis 2011-
United Nations Development Programme,Asia,IRQ,Iraq,2013-09-12,Displacement,13-RR-UDP-013,4193,Enhancing protection for vulnerable women and girls among the Syrian Refugees from SGBV and Trafficking,Western Asia,M,449197,Rapid Response,2013,Protection,Protection,,Syria crisis 2011-
United Nations Educational Scientific and Cultural Organization,Asia,IRQ,Iraq,2013-09-13,Displacement,13-RR-ESC-002,4194,Improving access to quality basic and secondary education; literacy; and life skills for Syrian refugees in camps and host communities in the Kurdistan Region of Iraq,Western Asia,M,349996,Rapid Response,2013,Education,Education,,Syria crisis 2011-
United Nations Children’s Fund,Africa,DJI,Djibouti,2013-10-10,Drought,13-UF-CEF-123,4195,WASH Response in vulnerable areas in a context of long lasting drought   DJI-13/WS/57043,Eastern Africa,M,175306,Underfunded Emergencies,2013,"Water, Sanitation and Hygiene","Water, Sanitation and Hygiene",,
United Nations Children’s Fund,Africa,DJI,Djibouti,2013-10-10,Drought,13-UF-CEF-124,4196,Malnutrition Case  Management in Djibouti in a context of long lasting drought   DJI-13/H/57038,Eastern Africa,M,648526,Underfunded Emergencies,2013,Nutrition,Nutrition,,
Food and Agriculture Organization,Africa,DJI,Djibouti,2013-10-08,Drought,13-UF-FAO-037,4197,Food security assistance to vulnerable groups including refugees   DJI-13/A/57071/123,Eastern Africa,M,398802,Underfunded Emergencies,2013,Agriculture,Agriculture,,
United Nations High Commissioner for Refugees,Africa,DJI,Djibouti,2013-10-11,Multiple Emergencies,13-UF-HCR-058,4198," Protection and multi-sectoral assistance for refugees, asylum seekers and mixed migrants in Djibouti  DJI-13/MS/50744",Eastern Africa,M,288700,Underfunded Emergencies,2013,Multi-Sector,Multi-Sector,,
World Food Programme,Africa,DJI,Djibouti,2013-09-27,Multiple Emergencies,13-UF-WFP-059,4199,Assistance to vulnerable groups including refugees   DJI-13/F/57023/561,Eastern Africa,M,899974,Underfunded Emergencies,2013,Food Assistance,Food Assistance,,
World Health Organization,Africa,DJI,Djibouti,2013-10-10,Drought,13-UF-WHO-064,4200,Responding to drought health needs and emergencies   DJI -13/H/57066/122   DJI-13/H/57069/122,Eastern Africa,M,263680,Underfunded Emergencies,2013,Health,Health,,
United Nations Children’s Fund,Africa,GIN,Guinea,2013-10-14,Flood,13-RR-CEF-125,4202,Réponse d’urgences aux crises (inondations et malnutrition) a Nzérékoré (Macenta) et Kankan,Western Africa,M,571917,Rapid Response,2013,Nutrition,Nutrition,,
World Food Programme,Africa,GIN,Guinea,2013-10-14,Flood,13-RR-WFP-060,4203,"Assistance Alimentaire d’urgence en faveur des personnes sinistrées des inondations de Siguiri, Kankan et Macenta",Western Africa,M,526069,Rapid Response,2013,Food Assistance,Food Assistance,,
